0.299	8.19E-10
0.298	1.57E-09
0.297	2.26E-09
0.296	2.91E-09
0.295	3.53E-09
0.294	4.14E-09
0.293	4.73E-09
0.292	5.32E-09
0.291	5.91E-09
0.29	6.49E-09
0.289	7.07E-09
0.288	7.65E-09
0.287	8.24E-09
0.286	8.83E-09
0.285	9.42E-09
0.284	1.00E-08
0.283	1.06E-08
0.282	1.13E-08
0.281	1.19E-08
0.28	1.25E-08
0.279	1.32E-08
0.278	1.38E-08
0.277	1.45E-08
0.276	1.52E-08
0.275	1.59E-08
0.274	1.66E-08
0.273	1.73E-08
0.272	1.80E-08
0.271	1.88E-08
0.27	1.96E-08
0.269	2.03E-08
0.268	2.11E-08
0.267	2.20E-08
0.266	2.28E-08
0.265	2.37E-08
0.264	2.45E-08
0.263	2.54E-08
0.262	2.63E-08
0.261	2.73E-08
0.26	2.82E-08
0.259	2.92E-08
0.258	3.02E-08
0.257	3.12E-08
0.256	3.22E-08
0.255	3.33E-08
0.254	3.44E-08
0.253	3.55E-08
0.252	3.66E-08
0.251	3.78E-08
0.25	3.90E-08
0.249	4.02E-08
0.248	4.15E-08
0.247	4.27E-08
0.246	4.40E-08
0.245	4.54E-08
0.244	4.67E-08
0.243	4.81E-08
0.242	4.96E-08
0.241	5.10E-08
0.24	5.25E-08
0.239	5.40E-08
0.238	5.56E-08
0.237	5.72E-08
0.236	5.88E-08
0.235	6.05E-08
0.234	6.22E-08
0.233	6.39E-08
0.232	6.57E-08
0.231	6.76E-08
0.23	6.94E-08
0.229	7.13E-08
0.228	7.33E-08
0.227	7.53E-08
0.226	7.73E-08
0.225	7.94E-08
0.224	8.15E-08
0.223	8.37E-08
0.222	8.59E-08
0.221	8.82E-08
0.22	9.05E-08
0.219	9.29E-08
0.218	9.53E-08
0.217	9.78E-08
0.216	1.00E-07
0.215	1.03E-07
0.214	1.06E-07
0.213	1.08E-07
0.212	1.11E-07
0.211	1.14E-07
0.21	1.17E-07
0.209	1.20E-07
0.208	1.23E-07
0.207	1.26E-07
0.206	1.29E-07
0.205	1.32E-07
0.204	1.35E-07
