0.299	1.09E-11
0.298	2.18E-11
0.297	3.27E-11
0.296	4.36E-11
0.295	5.46E-11
0.294	6.55E-11
0.293	7.65E-11
0.292	8.74E-11
0.291	9.84E-11
0.29	1.09E-10
0.289	1.21E-10
0.288	1.32E-10
0.287	1.43E-10
0.286	1.54E-10
0.285	1.65E-10
0.284	1.77E-10
0.283	1.88E-10
0.282	2.00E-10
0.281	2.11E-10
0.28	2.23E-10
0.279	2.35E-10
0.278	2.46E-10
0.277	2.58E-10
0.276	2.70E-10
0.275	2.83E-10
0.274	2.95E-10
0.273	3.07E-10
0.272	3.20E-10
0.271	3.32E-10
0.27	3.45E-10
0.269	3.58E-10
0.268	3.71E-10
0.267	3.84E-10
0.266	3.97E-10
0.265	4.11E-10
0.264	4.24E-10
0.263	4.38E-10
0.262	4.52E-10
0.261	4.66E-10
0.26	4.80E-10
0.259	4.95E-10
0.258	5.09E-10
0.257	5.24E-10
0.256	5.39E-10
0.255	5.54E-10
0.254	5.70E-10
0.253	5.86E-10
0.252	6.02E-10
0.251	6.18E-10
0.25	6.34E-10
0.249	6.51E-10
0.248	6.68E-10
0.247	6.85E-10
0.246	7.02E-10
0.245	7.20E-10
0.244	7.38E-10
0.243	7.56E-10
0.242	7.74E-10
0.241	7.93E-10
0.24	8.12E-10
0.239	8.32E-10
0.238	8.51E-10
0.237	8.71E-10
0.236	8.92E-10
0.235	9.13E-10
0.234	9.34E-10
0.233	9.55E-10
0.232	9.77E-10
0.231	9.99E-10
0.23	1.02E-09
0.229	1.04E-09
0.228	1.07E-09
0.227	1.09E-09
0.226	1.12E-09
0.225	1.14E-09
0.224	1.17E-09
0.223	1.19E-09
0.222	1.22E-09
0.221	1.24E-09
0.22	1.27E-09
0.219	1.30E-09
0.218	1.33E-09
0.217	1.35E-09
0.216	1.38E-09
0.215	1.41E-09
0.214	1.44E-09
0.213	1.47E-09
0.212	1.50E-09
0.211	1.53E-09
0.21	1.57E-09
0.209	1.60E-09
0.208	1.63E-09
0.207	1.67E-09
0.206	1.70E-09
0.205	1.74E-09
0.204	1.77E-09
0.203	1.81E-09
0.202	1.85E-09
0.201	1.88E-09
0.2	1.92E-09
0.199	1.96E-09
0.198	2.00E-09
0.197	2.04E-09
0.196	2.09E-09
0.195	2.13E-09
0.194	2.17E-09
0.193	2.22E-09
0.192	2.26E-09
0.191	2.31E-09
0.19	2.35E-09
0.189	2.40E-09
0.188	2.45E-09
0.187	2.50E-09
0.186	2.55E-09
0.185	2.60E-09
0.184	2.65E-09
0.183	2.71E-09
0.182	2.76E-09
0.181	2.82E-09
0.18	2.87E-09
0.179	2.93E-09
0.178	2.99E-09
0.177	3.05E-09
0.176	3.11E-09
0.175	3.17E-09
0.174	3.24E-09
0.173	3.30E-09
0.172	3.37E-09
0.171	3.43E-09
0.17	3.50E-09
0.169	3.57E-09
0.168	3.64E-09
0.167	3.72E-09
0.166	3.79E-09
0.165	3.87E-09
0.164	3.94E-09
0.163	4.02E-09
0.162	4.10E-09
0.161	4.18E-09
0.16	4.26E-09
0.159	4.35E-09
0.158	4.44E-09
0.157	4.52E-09
0.156	4.61E-09
0.155	4.70E-09
0.154	4.80E-09
0.153	4.89E-09
0.152	4.99E-09
0.151	5.09E-09
0.15	5.19E-09
0.149	5.29E-09
0.148	5.40E-09
0.147	5.50E-09
0.146	5.61E-09
0.145	5.72E-09
0.144	5.84E-09
0.143	5.95E-09
0.142	6.07E-09
0.141	6.19E-09
0.14	6.31E-09
0.139	6.44E-09
0.138	6.56E-09
0.137	6.69E-09
0.136	6.82E-09
0.135	6.96E-09
0.134	7.10E-09
0.133	7.24E-09
0.132	7.38E-09
0.131	7.52E-09
0.13	7.67E-09
0.129	7.82E-09
0.128	7.98E-09
0.127	8.14E-09
0.126	8.30E-09
0.125	8.46E-09
0.124	8.63E-09
0.123	8.80E-09
0.122	8.97E-09
0.121	9.15E-09
0.12	9.33E-09
0.119	9.51E-09
0.118	9.70E-09
0.117	9.89E-09
0.116	1.01E-08
0.115	1.03E-08
0.114	1.05E-08
0.113	1.07E-08
0.112	1.09E-08
0.111	1.11E-08
0.11	1.13E-08
0.109	1.16E-08
0.108	1.18E-08
0.107	1.20E-08
0.106	1.23E-08
0.105	1.25E-08
0.104	1.27E-08
0.103	1.30E-08
0.102	1.32E-08
0.101	1.35E-08
0.1	1.38E-08
0.099	1.40E-08
0.098	1.43E-08
0.097	1.46E-08
0.096	1.49E-08
0.095	1.52E-08
0.094	1.55E-08
0.093	1.58E-08
0.092	1.61E-08
0.091	1.64E-08
0.09	1.67E-08
0.089	1.71E-08
0.088	1.74E-08
0.087	1.77E-08
0.086	1.81E-08
0.085	1.84E-08
0.084	1.88E-08
0.083	1.92E-08
0.082	1.96E-08
0.081	1.99E-08
0.08	2.03E-08
0.079	2.07E-08
0.078	2.11E-08
0.077	2.16E-08
0.076	2.20E-08
0.075	2.24E-08
0.074	2.29E-08
0.073	2.33E-08
0.072	2.38E-08
0.071	2.42E-08
0.07	2.47E-08
0.069	2.52E-08
0.068	2.57E-08
0.067	2.62E-08
0.066	2.67E-08
0.065	2.72E-08
0.064	2.78E-08
0.063	2.83E-08
0.062	2.89E-08
0.061	2.94E-08
0.06	3.00E-08
0.059	3.06E-08
0.058	3.12E-08
0.057	3.18E-08
0.056	3.24E-08
0.055	3.31E-08
0.054	3.37E-08
0.053	3.44E-08
0.052	3.51E-08
0.051	3.58E-08
0.05	3.65E-08
0.049	3.72E-08
0.048	3.79E-08
0.047	3.87E-08
0.046	3.94E-08
0.045	4.02E-08
0.044	4.10E-08
0.043	4.18E-08
0.042	4.26E-08
0.041	4.34E-08
